Year,Date,Time,City,NumberSpectators,Weather,HomeTeam,AwayTeam,HomeFPI,AwayFPI,HomeOdds,AwayOdds,HomeScore,AwayScore,Winner,HomeResult
1975,1975-09-08,16:00,Oakland,,Cloudy,Team L,Team F,62.44,81.43,2.92,3.16,5,0,Team L,1
1975,1975-11-11,20:00,San Jose,41665.0,Sunny,Team F,Team J,51.75,51.66,3.4,2.92,8,6,Team F,1
1975,1975-10-31,15:00,Berkeley,42032.0,Rain,Team H,Team F,70.0,68.89,3.04,2.79,1,1,Draw,0
1975,1975-11-20,20:00,San Francisco,,Snow,Team F,Team K,69.66,58.92,3.03,1.49,16,0,Team F,1
1975,1975-11-12,16:00,Fresno,,Cloudy,Team L,Team F,62.52,72.41,1.94,1.45,7,10,Team F,-1
1975,1975-10-27,17:00,Sacramento,32651.0,Cloudy,Team F,Team J,45.0,57.85,1.89,1.47,11,16,Team J,-1
1975,1975-09-08,13:00,San Jose,25536.0,Sunny,Team C,Team F,73.9,81.05,2.27,2.39,16,0,Team C,1
1975,1975-11-10,16:00,Hill Valley,23273.0,Sunny,Team F,Team O,55.94,82.65,1.78,2.78,8,14,Team O,-1
1975,1975-10-24,20:00,Santa Clara,23284.0,Cloudy,Team G,Team F,68.27,63.96,2.36,1.92,13,10,Team G,1
1975,1975-11-06,16:00,San Jose,42692.0,Sunny,Team F,Team I,46.79,84.11,2.17,3.33,0,5,Team I,-1
1975,1975-11-15,19:00,Fresno,,Sunny,Team M,Team F,75.17,89.0,1.49,1.52,0,16,Team F,-1
1975,1975-09-26,14:00,Fresno,45955.0,Sunny,Team F,Team L,47.17,88.11,2.51,3.28,0,6,Team L,-1
1975,1975-09-12,20:00,San Jose,43555.0,Cloudy,Team G,Team I,77.76,56.4,2.75,2.13,0,9,Team I,-1
1975,1975-10-08,16:00,Berkeley,37378.0,Cloudy,Team B,Team G,79.32,66.92,2.03,3.39,14,0,Team B,1
1975,1975-09-07,15:00,San Jose,,Sunny,Team G,Team M,67.61,67.58,1.63,2.78,11,8,Team G,1
1975,1975-09-30,20:00,Palo Alto,34952.0,Sunny,Team F,Team G,66.84,61.45,2.09,2.59,12,0,Team F,1
1975,1975-10-30,16:00,San Jose,28539.0,Sunny,Team G,Team D,50.1,47.49,1.81,2.92,8,0,Team G,1
1975,1975-12-08,16:00,Stockton,31692.0,Sunny,Team M,Team G,58.35,52.28,2.16,1.71,13,10,Team M,1
1975,1975-10-18,16:00,Hill Valley,35120.0,Sunny,Team G,Team K,44.6,79.43,3.0,1.51,5,5,Draw,0
1975,1975-09-25,21:00,Palo Alto,30334.0,Cloudy,Team I,Team G,63.66,84.07,1.63,1.36,12,0,Team I,1
1975,1975-12-17,20:00,Stockton,,Cloudy,Team G,Team N,80.65,64.09,2.03,1.6,13,11,Team G,1
1975,1975-10-30,16:00,Stockton,,Cloudy,Team I,Team G,85.13,43.27,3.44,3.06,14,2,Team I,1
1975,1975-10-28,12:00,Palo Alto,45527.0,Cloudy,Team G,Team B,79.76,80.94,2.87,1.52,0,6,Team B,-1
1975,1975-09-24,14:00,Santa Clara,,Cloudy,Team N,Team G,58.75,84.72,2.33,2.2,0,10,Team G,-1
1975,1975-09-13,12:00,Sacramento,34740.0,Cloudy,Team G,Team K,84.91,51.86,1.36,2.41,8,18,Team K,-1
1975,1975-12-08,20:00,Sacramento,,Sunny,Team N,Team G,67.49,49.35,3.32,1.44,8,0,Team N,1
1975,1975-12-13,21:00,San Francisco,,Cloudy,Team G,Team I,78.27,42.68,1.95,2.37,12,6,Team G,1
1975,1975-09-24,13:00,Stockton,27860.0,Sunny,Team D,Team G,56.15,69.42,2.04,3.11,5,13,Team G,-1
1975,1975-09-03,15:00,Hill Valley,34438.0,Rain,Team G,Team L,58.25,79.94,1.95,1.6,7,19,Team L,-1
1975,1975-11-18,21:00,Hill Valley,18764.0,Mist,Team H,Team C,50.57,55.76,2.55,2.75,0,13,Team C,-1
1975,1975-10-14,14:00,Oakland,,Sunny,Team A,Team H,81.09,68.19,1.51,1.68,8,9,Team H,-1
1975,1975-11-07,13:00,San Jose,,Sunny,Team H,Team G,67.73,87.45,1.95,2.23,12,19,Team G,-1
1975,1975-12-18,20:00,Fresno,50435.0,Mist,Team I,Team H,52.36,64.59,1.73,1.8,13,11,Team I,1
1975,1975-10-08,19:00,San Francisco,,Cloudy,Team H,Team O,85.57,59.4,1.86,1.57,23,3,Team H,1
1975,1975-11-13,19:00,Santa Clara,,Sunny,Team F,Team H,40.79,84.69,1.25,2.87,12,5,Team F,1
1975,1975-09-16,21:00,Stockton,20650.0,Cloudy,Team H,Team G,70.01,62.56,2.31,1.42,0,0,Draw,0
1975,1975-10-26,13:00,Oakland,42708.0,Sunny,Team K,Team H,61.61,42.09,2.94,2.54,7,1,Team K,1
1975,1975-12-07,19:00,Oakland,,Mist,Team H,Team E,47.3,57.09,1.91,2.4,8,1,Team H,1
1975,1975-10-26,20:00,Sacramento,,Sunny,Team D,Team H,51.87,84.38,3.29,2.74,5,0,Team D,1
1975,1975-11-06,19:00,Stockton,,Sunny,Team H,Team M,63.66,65.08,1.64,3.27,12,2,Team H,1
1975,1975-11-05,17:00,San Francisco,,Sunny,Team I,Team H,81.51,83.23,2.37,1.99,0,16,Team H,-1
1975,1975-09-09,15:00,Palo Alto,34459.0,Sunny,Team H,Team N,45.06,60.6,3.4,3.39,18,7,Team H,1
1975,1975-09-21,16:00,San Jose,35768.0,Sunny,Team C,Team H,71.39,48.13,1.9,1.94,16,5,Team C,1
1975,1975-12-10,20:00,San Jose,,Cloudy,Team H,Team N,87.98,61.69,2.21,3.49,3,1,Team H,1
1975,1975-09-24,17:00,Palo Alto,,Cloudy,Team J,Team H,55.87,42.05,1.62,1.47,0,12,Team H,-1
1975,1975-10-18,15:00,Stockton,,Sunny,Team H,Team D,60.55,86.62,2.09,2.75,10,7,Team H,1
1975,1975-09-02,20:00,Stockton,23895.0,Sunny,Team I,Team F,43.74,86.7,2.05,2.78,9,9,Draw,0
1975,1975-12-05,21:00,Oakland,,Sunny,Team O,Team I,53.65,51.13,2.84,1.51,1,1,Draw,0
1975,1975-10-23,12:00,Oakland,18531.0,Cloudy,Team I,Team E,78.39,87.5,3.21,1.64,8,20,Team E,-1
1975,1975-12-16,15:00,San Francisco,,Cloudy,Team F,Team I,42.85,61.32,1.77,1.33,1,7,Team I,-1
1975,1975-10-24,17:00,Santa Clara,,Cloudy,Team I,Team K,73.86,86.4,2.7,1.65,9,21,Team K,-1
1975,1975-10-28,21:00,Hill Valley,,Cloudy,Team A,Team I,69.54,62.65,1.91,3.04,2,0,Team A,1
1975,1975-09-30,20:00,San Jose,41829.0,Cloudy,Team I,Team K,52.07,75.54,3.26,3.14,0,11,Team K,-1
1975,1975-10-21,16:00,Oakland,36932.0,Cloudy,Team N,Team I,47.07,64.28,3.36,1.21,7,2,Team N,1
1975,1975-12-15,15:00,San Francisco,32890.0,Sunny,Team I,Team M,64.86,56.85,2.17,2.57,3,7,Team M,-1
1975,1975-12-17,17:00,Sacramento,,Sunny,Team G,Team I,68.53,76.35,1.43,2.84,12,0,Team G,1
1975,1975-09-29,20:00,Santa Clara,,Sunny,Team I,Team E,62.57,78.94,1.63,1.71,9,11,Team E,-1
1975,1975-10-08,19:00,Oakland,,Cloudy,Team H,Team I,78.86,50.28,1.9,2.42,8,12,Team I,-1
1975,1975-12-07,20:00,Berkeley,,Sunny,Team I,Team G,51.53,87.3,1.94,1.68,1,6,Team G,-1
1975,1975-09-17,21:00,Stockton,,Sunny,Team F,Team I,87.03,78.66,1.89,1.45,13,2,Team F,1
1975,1975-10-11,20:00,San Jose,21712.0,Sunny,Team I,Team M,77.37,77.28,3.27,1.39,0,17,Team M,-1
1975,1975-11-26,16:00,Oakland,,Cloudy,Team J,Team I,78.81,85.94,1.23,3.29,17,5,Team J,1
1975,1975-09-10,15:00,Hill Valley,,Cloudy,Team I,Team K,81.56,62.81,3.27,3.45,5,0,Team I,1
1975,1975-10-01,15:00,Oakland,,Sunny,Team J,Team L,67.04,67.11,3.08,2.06,13,13,Draw,0
1975,1975-10-24,12:00,Stockton,,Sunny,Team L,Team J,87.91,59.15,3.42,1.59,0,10,Team J,-1
1975,1975-10-04,16:00,Hill Valley,39606.0,Mist,Team J,Team P,73.83,83.65,2.04,1.43,18,6,Team J,1
1975,1975-11-09,20:00,Sacramento,,Sunny,Team K,Team J,40.53,59.79,3.07,3.14,0,10,Team J,-1
1975,1975-09-17,20:00,Stockton,,Sunny,Team J,Team I,84.6,86.81,3.04,3.21,5,8,Team I,-1
1975,1975-12-13,14:00,San Jose,44750.0,Sunny,Team I,Team J,62.43,84.29,3.49,1.45,12,17,Team J,-1
1975,1975-09-12,21:00,Sacramento,,Cloudy,Team J,Team P,72.19,50.13,2.22,1.81,8,12,Team P,-1
1975,1975-09-19,15:00,San Jose,,Cloudy,Team N,Team J,85.39,56.41,2.61,2.25,1,13,Team J,-1
1975,1975-10-26,13:00,San Francisco,33607.0,Cloudy,Team J,Team K,86.3,70.38,2.99,2.84,0,15,Team K,-1
1975,1975-09-10,17:00,Santa Clara,,Sunny,Team N,Team J,46.34,60.08,1.74,3.35,7,10,Team J,-1
1975,1975-11-16,17:00,Palo Alto,45074.0,Sunny,Team J,Team M,59.96,74.53,2.28,2.93,0,14,Team M,-1
1975,1975-12-28,20:00,Stockton,,Cloudy,Team E,Team J,79.49,58.13,2.9,3.31,10,0,Team E,1
1975,1975-12-13,14:00,San Jose,43853.0,Sunny,Team J,Team H,68.61,65.04,1.74,2.37,4,2,Team J,1
1975,1975-12-08,12:00,Hill Valley,25183.0,Mist,Team A,Team J,51.96,83.88,1.7,1.4,0,1,Team J,-1
1975,1975-09-18,20:00,San Francisco,37661.0,Cloudy,Team J,Team O,53.97,44.67,3.2,1.45,2,0,Team J,1
1975,1975-12-07,18:00,San Jose,30703.0,Cloudy,Team C,Team J,67.72,68.91,2.03,1.89,0,3,Team J,-1
1975,1975-10-22,15:00,Hill Valley,47815.0,Cloudy,Team J,Team H,62.26,70.42,2.64,1.37,16,6,Team J,1
1975,1975-10-19,20:00,Stockton,46565.0,Sunny,Team K,Team L,56.96,50.47,1.57,1.8,1,10,Team L,-1
1975,1975-11-12,20:00,Stockton,,Cloudy,Team A,Team K,72.74,72.93,3.42,2.45,4,10,Team K,-1
1975,1975-09-15,21:00,Oakland,50161.0,Sunny,Team K,Team G,78.59,65.26,2.5,1.38,11,6,Team K,1
1975,1975-10-11,13:00,Hill Valley,,Sunny,Team A,Team K,72.51,46.21,2.81,1.79,9,0,Team A,1
1975,1975-09-16,13:00,Fresno,50349.0,Cloudy,Team K,Team I,69.47,88.43,1.62,2.72,1,11,Team I,-1
1975,1975-11-18,16:00,Stockton,17132.0,Cloudy,Team H,Team K,40.62,49.21,2.51,2.26,7,1,Team H,1
1975,1975-11-14,19:00,Fresno,20385.0,Sunny,Team K,Team O,60.95,62.99,2.26,1.52,0,6,Team O,-1
1975,1975-09-21,16:00,Stockton,50743.0,Sunny,Team O,Team K,80.32,74.99,2.79,2.25,16,0,Team O,1
1975,1975-10-10,12:00,Stockton,24213.0,Sunny,Team K,Team A,52.05,65.21,1.71,2.35,11,12,Team A,-1
1975,1975-12-03,19:00,Fresno,,Cloudy,Team N,Team K,86.59,79.24,1.2,2.01,5,6,Team K,-1
1975,1975-10-08,14:00,Fresno,,Cloudy,Team K,Team G,44.82,61.72,2.55,1.23,0,10,Team G,-1
1975,1975-09-08,15:00,Palo Alto,19738.0,Cloudy,Team G,Team K,60.71,83.49,3.02,3.31,5,1,Team G,1
1975,1975-10-24,20:00,Palo Alto,21134.0,Sunny,Team K,Team J,86.39,70.05,2.79,2.47,6,0,Team K,1
1975,1975-09-23,16:00,Stockton,42892.0,Sunny,Team B,Team K,78.36,40.49,1.43,1.28,8,8,Draw,0
1975,1975-09-20,21:00,Berkeley,25353.0,Sunny,Team K,Team L,63.19,70.73,2.38,2.42,4,4,Draw,0
1975,1975-10-24,20:00,Hill Valley,,Cloudy,Team E,Team K,87.41,42.6,1.72,3.45,2,0,Team E,1
1975,1975-12-21,21:00,San Francisco,18909.0,Sunny,Team K,Team N,44.19,72.73,3.02,1.63,0,10,Team N,-1
1975,1975-11-14,18:00,San Francisco,,Cloudy,Team L,Team K,60.89,63.99,2.73,1.66,1,0,Team L,1
1975,1975-10-16,21:00,San Jose,,Sunny,Team O,Team L,66.97,50.36,3.47,3.34,2,0,Team O,1
1975,1975-10-07,19:00,Palo Alto,,Cloudy,Team L,Team E,68.63,72.91,1.89,1.65,5,14,Team E,-1
1975,1975-09-03,17:00,San Francisco,26850.0,Sunny,Team M,Team L,66.49,60.41,1.6,2.22,7,8,Team L,-1
1975,1975-11-17,18:00,Oakland,44701.0,Mist,Team L,Team M,61.11,68.71,1.9,2.0,0,8,Team M,-1
1975,1975-12-24,16:00,Berkeley,,Sunny,Team H,Team L,50.57,42.54,1.82,3.19,0,7,Team L,-1
1975,1975-12-29,15:00,Stockton,22153.0,Cloudy,Team L,Team G,86.51,75.77,3.06,1.66,4,5,Team G,-1
1975,1975-12-07,20:00,Berkeley,,Sunny,Team D,Team L,83.41,43.14,3.37,1.65,18,0,Team D,1
1975,1975-11-06,20:00,Sacramento,50734.0,Sunny,Team L,Team B,60.4,86.32,3.25,1.66,19,6,Team L,1
1975,1975-09-17,20:00,Palo Alto,17889.0,Cloudy,Team F,Team L,68.42,67.39,3.07,2.73,1,10,Team L,-1
1975,1975-10-05,20:00,Stockton,,Cloudy,Team L,Team K,50.64,49.65,2.28,3.28,15,0,Team L,1
1975,1975-12-18,17:00,Stockton,23461.0,Cloudy,Team M,Team L,43.93,41.14,3.37,1.75,11,15,Team L,-1
1975,1975-10-08,15:00,Palo Alto,,Cloudy,Team L,Team B,72.44,43.46,3.49,1.58,0,1,Team B,-1
1975,1975-10-03,15:00,San Francisco,40351.0,Sunny,Team O,Team L,83.71,58.59,2.24,3.41,16,16,Draw,0
1975,1975-09-13,18:00,Sacramento,,Sunny,Team L,Team E,46.7,60.73,1.41,1.93,9,0,Team L,1
1975,1975-10-16,20:00,Hill Valley,,Cloudy,Team A,Team L,58.53,72.44,1.6,1.44,3,1,Team A,1
1975,1975-12-02,16:00,San Francisco,28258.0,Cloudy,Team L,Team E,43.33,89.2,2.7,1.52,0,1,Team E,-1
1975,1975-12-27,13:00,Palo Alto,,Cloudy,Team M,Team F,51.89,42.36,1.25,1.61,0,0,Draw,0
1975,1975-09-06,20:00,San Francisco,40763.0,Mist,Team A,Team M,42.09,72.99,1.74,3.23,0,14,Team M,-1
1975,1975-10-25,20:00,Palo Alto,,Sunny,Team M,Team D,55.5,41.73,2.57,1.42,5,0,Team M,1
1975,1975-12-28,13:00,Stockton,,Cloudy,Team J,Team M,74.51,73.54,3.41,1.72,9,7,Team J,1
1975,1975-10-18,13:00,San Francisco,26018.0,Sunny,Team M,Team L,43.91,69.22,2.92,1.53,0,17,Team L,-1
1975,1975-12-10,21:00,San Francisco,,Cloudy,Team C,Team M,76.59,53.25,2.97,2.13,0,0,Draw,0
1975,1975-09-21,16:00,Palo Alto,20985.0,Cloudy,Team M,Team N,83.66,63.14,1.22,1.83,7,6,Team M,1
1975,1975-11-16,16:00,Oakland,36563.0,Mist,Team G,Team M,47.77,79.64,3.32,3.07,3,0,Team G,1
1975,1975-10-26,16:00,San Jose,35608.0,Cloudy,Team M,Team B,64.7,66.81,3.3,1.92,2,16,Team B,-1
1975,1975-11-15,17:00,San Francisco,,Sunny,Team J,Team M,66.84,56.75,2.82,2.8,5,8,Team M,-1
1975,1975-12-18,18:00,Stockton,43582.0,Sunny,Team M,Team O,43.79,82.13,2.73,1.64,3,0,Team M,1
1975,1975-10-16,17:00,Stockton,22791.0,Sunny,Team O,Team M,56.59,56.42,2.31,1.82,7,14,Team M,-1
1975,1975-10-29,16:00,San Jose,,Cloudy,Team M,Team C,79.18,78.98,2.57,2.42,7,0,Team M,1
1975,1975-12-14,15:00,Palo Alto,34221.0,Sunny,Team H,Team M,60.24,82.37,2.85,1.34,0,18,Team M,-1
1975,1975-10-16,16:00,San Jose,,Cloudy,Team M,Team D,80.8,43.69,3.12,3.09,10,3,Team M,1
1975,1975-12-27,16:00,Sacramento,34070.0,Cloudy,Team D,Team M,43.8,83.94,2.51,1.94,13,9,Team D,1
1975,1975-11-13,16:00,Stockton,44937.0,Cloudy,Team M,Team A,46.73,78.57,1.73,1.86,0,7,Team A,-1
1975,1975-11-06,21:00,Berkeley,37802.0,Rain,Team N,Team L,59.4,63.32,1.34,2.19,2,2,Draw,0
1975,1975-11-23,16:00,Santa Clara,27420.0,Cloudy,Team M,Team N,53.38,41.91,1.81,2.72,2,3,Team N,-1
1975,1975-11-06,21:00,Sacramento,,Sunny,Team N,Team P,78.51,54.06,2.82,2.89,10,5,Team N,1
1975,1975-11-07,20:00,Palo Alto,,Cloudy,Team L,Team N,70.45,69.53,2.99,2.04,6,3,Team L,1
1975,1975-09-24,14:00,Santa Clara,,Cloudy,Team N,Team E,61.0,41.01,3.22,2.41,0,0,Draw,0
1975,1975-09-03,14:00,San Francisco,,Sunny,Team M,Team N,40.45,76.61,3.0,1.45,1,6,Team N,-1
1975,1975-09-25,20:00,Berkeley,38263.0,Cloudy,Team N,Team D,53.25,64.1,2.27,2.78,0,8,Team D,-1
1975,1975-09-14,14:00,Stockton,30201.0,Cloudy,Team K,Team N,83.63,72.03,1.59,2.77,13,0,Team K,1
1975,1975-12-16,20:00,Santa Clara,,Cloudy,Team N,Team L,53.89,53.74,2.24,3.26,0,0,Draw,0
1975,1975-11-11,21:00,Oakland,30231.0,Cloudy,Team P,Team N,85.35,72.4,2.79,2.71,2,14,Team N,-1
1975,1975-10-24,14:00,Hill Valley,38168.0,Sunny,Team N,Team D,88.13,84.6,3.49,2.08,16,9,Team N,1
1975,1975-09-03,15:00,Berkeley,,Sunny,Team O,Team N,57.96,58.2,1.61,1.98,16,2,Team O,1
1975,1975-09-30,16:00,Palo Alto,,Cloudy,Team N,Team P,59.32,77.54,3.22,1.81,4,9,Team P,-1
1975,1975-10-24,20:00,Sacramento,26964.0,Cloudy,Team O,Team N,76.89,53.54,2.41,2.11,13,0,Team O,1
1975,1975-10-10,21:00,Hill Valley,,Sunny,Team N,Team O,65.23,83.47,2.85,2.54,6,11,Team O,-1
1975,1975-12-17,16:00,Santa Clara,46510.0,Cloudy,Team J,Team N,63.95,47.98,1.47,3.24,9,0,Team J,1
1975,1975-12-13,21:00,Sacramento,,Sunny,Team N,Team M,73.97,69.88,2.81,2.87,3,7,Team M,-1
1975,1975-12-15,18:00,San Francisco,36254.0,Sunny,Team O,Team I,65.08,64.25,2.66,1.27,9,8,Team O,1
1975,1975-11-20,16:00,Sacramento,28392.0,Cloudy,Team H,Team O,46.46,69.35,3.46,2.26,5,5,Draw,0
1975,1975-09-30,14:00,Oakland,,Sunny,Team O,Team P,69.38,71.25,3.3,3.36,6,5,Team O,1
1975,1975-10-19,18:00,San Francisco,,Cloudy,Team J,Team O,60.8,70.81,2.38,1.58,0,12,Team O,-1
1975,1975-12-04,12:00,Hill Valley,,Rain,Team O,Team F,66.01,60.7,1.49,3.32,4,12,Team F,-1
1975,1975-12-18,14:00,Santa Clara,,Sunny,Team P,Team O,45.12,67.79,2.26,1.76,2,5,Team O,-1
1975,1975-11-14,16:00,Santa Clara,,Sunny,Team O,Team P,72.53,45.24,3.28,2.49,1,4,Team P,-1
1975,1975-10-12,21:00,San Jose,42112.0,Sunny,Team E,Team O,40.87,42.6,1.91,3.29,0,0,Draw,0
1975,1975-11-21,15:00,Berkeley,47598.0,Mist,Team O,Team H,51.97,81.45,2.78,1.74,20,13,Team O,1
1975,1975-10-05,16:00,Santa Clara,50001.0,Sunny,Team C,Team O,47.74,48.65,1.4,1.25,12,11,Team C,1
1975,1975-11-12,20:00,San Jose,,Sunny,Team O,Team A,61.36,85.2,1.85,3.19,0,0,Draw,0
1975,1975-10-21,14:00,Berkeley,31429.0,Mist,Team M,Team O,74.11,42.29,2.12,3.07,12,0,Team M,1
1975,1975-11-20,18:00,Santa Clara,,Sunny,Team O,Team B,48.34,85.57,1.53,2.67,0,10,Team B,-1
1975,1975-10-14,12:00,Oakland,19272.0,Sunny,Team B,Team O,50.18,59.24,1.98,2.56,1,6,Team O,-1
1975,1975-10-18,21:00,San Francisco,34350.0,Cloudy,Team O,Team J,43.45,48.35,2.76,1.97,0,4,Team J,-1
1975,1975-12-22,21:00,Oakland,39538.0,Mist,Team D,Team O,60.44,57.24,2.04,2.0,2,2,Draw,0
1975,1975-10-19,15:00,Palo Alto,20400.0,Cloudy,Team O,Team G,50.31,76.09,1.27,3.24,16,2,Team O,1
1975,1975-09-06,20:00,San Jose,,Sunny,Team P,Team I,70.24,84.02,2.87,1.54,0,20,Team I,-1
1975,1975-09-21,16:00,Berkeley,,Sunny,Team M,Team P,82.26,71.8,1.79,2.19,3,7,Team P,-1
1975,1975-11-19,14:00,Sacramento,20291.0,Sunny,Team P,Team B,41.98,68.66,2.08,2.19,0,14,Team B,-1
1975,1975-10-09,16:00,Palo Alto,,Sunny,Team A,Team P,49.18,41.16,2.35,1.75,1,12,Team P,-1
1975,1975-10-05,21:00,Hill Valley,51326.0,Cloudy,Team P,Team K,48.88,71.03,1.84,1.25,14,1,Team P,1
1975,1975-11-27,16:00,Berkeley,42995.0,Rain,Team C,Team P,85.68,45.81,1.7,1.25,13,0,Team C,1
1975,1975-12-27,18:00,Fresno,22409.0,Mist,Team P,Team B,71.28,83.52,1.31,2.24,4,1,Team P,1
1975,1975-10-03,18:00,Stockton,,Sunny,Team J,Team P,42.54,72.63,2.96,1.96,3,6,Team P,-1
1975,1975-10-25,21:00,San Jose,,Sunny,Team P,Team A,82.46,88.97,1.31,1.7,19,14,Team P,1
1975,1975-11-25,20:00,San Jose,,Cloudy,Team O,Team P,42.02,63.1,2.24,2.08,2,3,Team P,-1
1975,1975-10-25,16:00,San Francisco,42958.0,Cloudy,Team P,Team M,84.6,56.69,1.87,2.71,6,4,Team P,1
1975,1975-10-23,20:00,Fresno,27766.0,Sunny,Team J,Team P,55.52,57.95,2.88,1.71,9,10,Team P,-1
1975,1975-12-23,18:00,Stockton,36768.0,Sunny,Team P,Team L,69.42,53.06,2.23,1.3,9,1,Team P,1
1975,1975-10-18,20:00,Oakland,47794.0,Sunny,Team O,Team P,67.71,49.27,2.37,1.51,4,4,Draw,0
1975,1975-11-01,17:00,San Francisco,,Sunny,Team P,Team H,56.61,70.93,2.51,3.16,5,8,Team H,-1
1975,1975-09-29,16:00,Oakland,,Sunny,Team G,Team P,65.36,83.08,1.93,3.14,1,18,Team P,-1
1975,1975-11-01,16:00,Santa Clara,43442.0,Sunny,Team P,Team I,73.37,83.22,2.14,2.22,20,19,Team P,1
1976,1976-11-25,16:00,Oakland,33412.0,Cloudy,Team A,Team H,77.88,46.12,2.39,2.4,4,6,Team H,-1
1976,1976-09-10,21:00,Palo Alto,,Sunny,Team P,Team A,51.13,71.75,2.97,2.55,8,5,Team P,1
1976,1976-12-25,15:00,Hill Valley,27255.0,Rain,Team A,Team O,78.55,47.58,3.2,1.27,2,3,Team O,-1
1976,1976-10-15,20:00,Santa Clara,,Rain,Team D,Team A,79.7,73.37,2.81,1.58,11,14,Team A,-1
1976,1976-12-08,19:00,Fresno,,Cloudy,Team A,Team N,51.45,71.65,2.48,1.41,11,0,Team A,1
1976,1976-09-17,16:00,San Jose,44563.0,Mist,Team D,Team A,87.93,62.76,2.7,2.86,19,19,Draw,0
1976,1976-10-19,15:00,Berkeley,,Sunny,Team A,Team G,40.13,59.75,2.21,2.97,2,2,Draw,0
1976,1976-11-13,16:00,Palo Alto,22062.0,Cloudy,Team I,Team A,65.48,64.29,3.09,1.42,5,0,Team I,1
1976,1976-09-02,17:00,Oakland,,Cloudy,Team A,Team M,60.37,73.34,2.3,2.14,11,0,Team A,1
1976,1976-09-29,21:00,Fresno,23372.0,Cloudy,Team C,Team A,56.64,88.62,2.59,3.19,0,3,Team A,-1
1976,1976-12-17,21:00,Stockton,36965.0,Rain,Team A,Team L,76.61,49.05,2.25,3.43,0,2,Team L,-1
1976,1976-09-08,20:00,Hill Valley,33956.0,Cloudy,Team B,Team A,46.14,75.63,1.65,1.49,1,12,Team A,-1
1976,1976-09-01,19:00,Stockton,,Mist,Team A,Team O,41.72,60.88,1.62,2.57,8,3,Team A,1
1976,1976-11-02,21:00,Fresno,,Sunny,Team I,Team A,63.06,47.13,2.92,2.48,14,5,Team I,1
1976,1976-10-29,20:00,Stockton,21050.0,Mist,Team A,Team E,76.24,45.5,1.41,2.88,12,3,Team A,1
1976,1976-11-15,18:00,Santa Clara,,Rain,Team J,Team A,83.2,46.35,2.78,3.1,0,4,Team A,-1
1976,1976-10-22,20:00,Palo Alto,32722.0,Sunny,Team A,Team E,70.56,46.83,2.19,2.08,23,0,Team A,1
1976,1976-10-02,20:00,Fresno,32210.0,Sunny,Team B,Team C,86.17,73.51,3.23,2.68,0,2,Team C,-1
1976,1976-09-14,18:00,Stockton,,Mist,Team O,Team B,69.0,58.35,1.85,2.46,0,12,Team B,-1
1976,1976-12-26,14:00,Berkeley,34733.0,Snow,Team B,Team K,52.84,69.92,2.6,2.07,7,7,Draw,0
1976,1976-11-10,18:00,Oakland,37080.0,Cloudy,Team A,Team B,60.1,59.48,2.02,3.01,2,4,Team B,-1
1976,1976-11-16,15:00,Fresno,44250.0,Sunny,Team B,Team J,59.48,73.17,2.2,1.53,14,0,Team B,1
1976,1976-12-23,19:00,San Francisco,,Cloudy,Team C,Team B,72.11,68.22,1.29,2.63,6,4,Team C,1
1976,1976-10-25,18:00,Palo Alto,,Cloudy,Team B,Team L,60.47,87.43,1.32,2.01,6,5,Team B,1
1976,1976-09-15,12:00,Sacramento,,Mist,Team A,Team B,45.59,87.6,3.02,2.84,7,7,Draw,0
1976,1976-11-02,18:00,Sacramento,,Rain,Team B,Team C,52.82,59.97,2.81,3.15,0,15,Team C,-1
1976,1976-11-09,15:00,Hill Valley,,Sunny,Team O,Team B,40.58,44.97,1.38,2.53,2,2,Draw,0
1976,1976-12-05,16:00,Oakland,35897.0,Cloudy,Team B,Team E,89.03,84.24,3.17,2.65,8,19,Team E,-1
1976,1976-09-08,21:00,Santa Clara,,Mist,Team F,Team B,41.82,44.77,2.17,2.89,0,0,Draw,0
1976,1976-09-12,14:00,Fresno,,Sunny,Team B,Team G,61.98,63.22,1.92,2.04,11,0,Team B,1
1976,1976-10-31,21:00,Santa Clara,,Rain,Team F,Team B,60.04,86.31,2.82,2.16,15,5,Team F,1
1976,1976-09-27,15:00,Fresno,,Cloudy,Team B,Team O,54.99,55.41,3.14,2.91,4,9,Team O,-1
1976,1976-10-11,12:00,San Francisco,,Cloudy,Team N,Team B,51.27,49.76,3.32,3.37,8,0,Team N,1
1976,1976-09-02,20:00,Hill Valley,40524.0,Sunny,Team B,Team C,49.9,85.91,2.65,1.67,18,4,Team B,1
1976,1976-12-11,15:00,Berkeley,,Sunny,Team C,Team P,84.87,49.95,2.13,2.95,2,10,Team P,-1
1976,1976-12-20,20:00,Palo Alto,,Cloudy,Team A,Team C,74.28,85.74,2.56,2.4,0,9,Team C,-1
1976,1976-10-08,21:00,Palo Alto,,Sunny,Team C,Team B,69.58,88.35,1.89,1.9,11,7,Team C,1
1976,1976-11-07,16:00,Fresno,40704.0,Cloudy,Team E,Team C,69.39,68.68,2.86,1.88,1,9,Team C,-1
1976,1976-09-15,20:00,Oakland,,Sunny,Team C,Team B,71.4,48.01,1.51,2.92,19,4,Team C,1
1976,1976-12-13,18:00,San Jose,,Cloudy,Team O,Team C,78.0,41.0,1.33,1.93,10,11,Team C,-1
